App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Avg_Polarity,Avg_Subjectivity,Review_Count
Doctor Pets,FAMILY,4.2,23060,21.0,1000000,Free,0.0,Everyone,Educational;Education,"July 26, 2018",1.19,4.1 and up,0.1688020833333333,0.5141666666666667,32
DC Super Hero Girls™,FAMILY,4.3,43060,95.0,5000000,Free,0.0,Everyone,Action;Action & Adventure,"June 29, 2018",2.8.0,4.0 and up,0.3340090240641711,0.5733266488413546,102
Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,4.3,472584,91.0,10000000,Free,0.0,Everyone,Simulation;Action & Adventure,"August 2, 2018",3.2.0h,4.0.3 and up,0.0870296552695868,0.4842235681407414,47
Frozen Free Fall,FAMILY,4.3,1574197,37.0,50000000,Free,0.0,Everyone,Puzzle;Action & Adventure,"July 27, 2018",6.7.0,4.2 and up,0.0601056998556998,0.5061268037518037,60
Dominos Game ✔️,FAMILY,4.1,2903,16.0,1000000,Free,0.0,Everyone,Board;Brain Games,"July 5, 2018",5.2,4.1 and up,0.0232155344655344,0.3329251304251304,39
Checkers ✔️,FAMILY,4.1,3617,19.0,1000000,Free,0.0,Everyone,Board;Brain Games,"July 24, 2018",4.0.2,4.1 and up,0.0648346811367644,0.4405675805675806,36
All-in-One Mahjong 3 FREE,FAMILY,4.5,566,17.0,50000,Free,0.0,Everyone,Board;Brain Games,"June 13, 2018",20180609,4.0 and up,0.5,0.6,1
DreamWorks Friends,FAMILY,3.6,1042,48.0,100000,Free,0.0,Everyone,Role Playing;Pretend Play,"August 4, 2017",2.5,4.3 and up,-0.0017880828486889,0.4763723089480665,66
Dr. Panda & Toto's Treehouse,FAMILY,4.4,3396,9.5,50000,Paid,3.99,Everyone,Casual;Pretend Play,"December 9, 2014",1.8,4.0 and up,0.180236682925485,0.5326722544430877,72
DreamWorks Friends,FAMILY,3.6,1042,48.0,100000,Free,0.0,Everyone,Role Playing;Pretend Play,"August 4, 2017",2.5,4.3 and up,-0.0017880828486889,0.4763723089480665,66
Dr. Panda & Toto's Treehouse,FAMILY,4.4,3396,9.5,50000,Paid,3.99,Everyone,Casual;Pretend Play,"December 9, 2014",1.8,4.0 and up,0.180236682925485,0.5326722544430877,72
Fun Kid Racing - Motocross,FAMILY,4.1,59729,,10000000,Free,0.0,Everyone,Racing;Action & Adventure,"June 27, 2018",3.46,4.2 and up,0.1907954545454545,0.5135774410774411,30
Barbie Life™,FAMILY,3.9,133117,63.0,5000000,Free,0.0,Everyone,Casual;Pretend Play,"July 12, 2018",2.6,4.1 and up,0.1626129718234981,0.3933479532163743,19
Baby Panda Care,FAMILY,4.2,108795,49.0,10000000,Free,0.0,Everyone,Educational;Pretend Play,"June 15, 2018",8.25.10.00,4.0.3 and up,0.1720189393939393,0.5404242424242424,50
Hello Kitty Lunchbox,FAMILY,4.2,51838,15.0,5000000,Free,0.0,Everyone,Casual;Creativity,"November 21, 2017",1.6,4.1 and up,-0.052718386597063,0.5605043532564542,34
Duolingo: Learn Languages Free,FAMILY,4.7,6294397,,100000000,Free,0.0,Everyone,Education;Education,"August 1, 2018",Varies with device,Varies with device,0.200407738095238,0.4702147530324614,240
COOKING MAMA Let's Cook!,FAMILY,4.3,528745,59.0,10000000,Free,0.0,Everyone,Educational;Pretend Play,"July 26, 2018",1.38.0,4.1 and up,0.2189220865113722,0.5058891112561748,36
DisneyNOW – TV Shows & Games,FAMILY,4.3,82471,,5000000,Free,0.0,Everyone,Entertainment;Music & Video,"July 5, 2018",Varies with device,4.4 and up,0.2039919593979968,0.5351162186054476,63
Equestria Girls,FAMILY,4.3,392596,53.0,10000000,Free,0.0,Everyone,Role Playing;Action & Adventure,"July 22, 2016",37893,4.0 and up,0.0438083774216586,0.550960435543769,74
Fun Kid Racing,FAMILY,4.0,79667,,10000000,Free,0.0,Everyone,Racing;Action & Adventure,"August 3, 2018",3.52,4.2 and up,0.2697382920110192,0.5245821854912764,33
Frozen Free Fall,FAMILY,4.3,1574204,37.0,50000000,Free,0.0,Everyone,Puzzle;Action & Adventure,"July 27, 2018",6.7.0,4.2 and up,0.0601056998556998,0.5061268037518037,60
ABCmouse.com,FAMILY,4.3,50887,91.0,5000000,Free,0.0,Everyone,Education;Education,"July 3, 2018",7.2.0,4.4 and up,0.1825038580246913,0.5238508597883598,36
Essential Anatomy 3,MEDICAL,4.1,1533,42.0,50000,Paid,11.99,Mature 17+,Medical,"August 7, 2014",1.1.3,4.0.3 and up,0.2255163032858345,0.5223282227032227,80
Diabetes & Diet Tracker,MEDICAL,4.6,395,19.0,1000,Paid,9.99,Everyone,Medical,"July 16, 2018",6.5.1,5.0 and up,0.3636273107523107,0.5684691607191606,74
GoodRx Drug Prices and Coupons,MEDICAL,4.8,59158,11.0,1000000,Free,0.0,Everyone,Medical,"July 26, 2018",5.4.8,4.1 and up,0.2524710424710424,0.449028314028314,37
FollowMyHealth®,MEDICAL,4.6,73118,37.0,1000000,Free,0.0,Everyone,Medical,"May 10, 2018",3.3,4.4 and up,0.1894276710984748,0.4817797067762441,38
Blood Pressure,MEDICAL,4.2,33033,7.4,5000000,Free,0.0,Everyone,Medical,"July 24, 2018",3.27.3,4.1 and up,0.4449430199430199,0.5866809116809117,39
Doctor On Demand,MEDICAL,4.7,18674,,1000000,Free,0.0,Everyone,Medical,"July 27, 2018",3.25.0,4.4 and up,0.3884299217372133,0.5533802655677655,36
BioLife Plasma Services,MEDICAL,3.5,250,23.0,100000,Free,0.0,Everyone,Medical,"July 9, 2018",1.2.0,4.4 and up,0.154806166056166,0.4577038503824218,39
Anthem Anywhere,MEDICAL,2.7,2657,24.0,500000,Free,0.0,Everyone,Medical,"July 27, 2018",8.0.226,4.4 and up,-0.0879773143523143,0.3850360223821762,65
Blood Donor,MEDICAL,4.2,4476,20.0,500000,Free,0.0,Everyone,Medical,"July 31, 2018",1.6.2,4.1 and up,0.2052214485250199,0.364182148319053,39
1800 Contacts - Lens Store,MEDICAL,4.7,23160,26.0,1000000,Free,0.0,Everyone,Medical,"July 27, 2018",7.4.1,5.0 and up,0.3181447736291486,0.5910984848484848,80
Blood Pressure Log - MyDiary,MEDICAL,4.7,8348,2.6,500000,Free,0.0,Everyone,Medical,"April 13, 2018",1.4.6,4.0 and up,0.3250549115005364,0.5914018250499501,40
CVS Caremark,MEDICAL,3.5,3707,10.0,500000,Free,0.0,Everyone,Medical,"July 28, 2018",4.36,4.4 and up,0.1919080225330225,0.4291233339310262,39
Ada - Your Health Guide,MEDICAL,4.7,87418,14.0,1000000,Free,0.0,Everyone,Medical,"July 16, 2018",2.25.0,4.4 and up,0.3032562929106828,0.5554172335600908,63
All Mental disorders,MEDICAL,4.5,453,11.0,100000,Free,0.0,Everyone,Medical,"July 7, 2017",1.1,4.0.3 and up,0.1986024636532449,0.4228739316239316,65
Delta Dental,MEDICAL,3.0,914,,100000,Free,0.0,Everyone,Medical,"July 17, 2018",4.6.0,5.0 and up,-0.0841847718253968,0.3259047619047619,40
Drugs.com Medication Guide,MEDICAL,4.4,15875,,1000000,Free,0.0,Everyone,Medical,"May 22, 2018",Varies with device,4.4 and up,0.2473535788760147,0.4905927678684089,39
HealtheLife,MEDICAL,3.6,190,7.7,100000,Free,0.0,Everyone,Medical,"January 2, 2018",2.4.0,4.4 and up,0.0632123015873015,0.3631914682539682,40
Anatomy Learning - 3D Atlas,MEDICAL,4.5,72167,16.0,1000000,Free,0.0,Everyone,Medical,"July 18, 2018",2.0,4.1 and up,0.2265324499959916,0.4888327220618887,36
Baritastic - Bariatric Tracker,MEDICAL,4.7,4318,12.0,100000,Free,0.0,Everyone,Medical,"July 26, 2018",1.3.185,4.1 and up,0.4182767368626743,0.571031492647564,40
Epocrates Plus,MEDICAL,4.3,23889,,1000000,Free,0.0,Everyone,Medical,"July 10, 2018",Varies with device,4.0 and up,0.299594696969697,0.5152561327561328,40
Banfield Pet Health Tracker,MEDICAL,4.2,1747,5.9,100000,Free,0.0,Everyone,Medical,"October 17, 2016",1.2.2,4.0 and up,0.0825405137397324,0.4952403984903984,80
Davis's Drug Guide for Nurses,MEDICAL,4.5,572,44.0,50000,Free,0.0,Everyone,Medical,"July 13, 2018",4.3.2.315,4.4 and up,0.3148148148148148,0.4259259259259259,3
Diabetes:M,MEDICAL,4.6,15545,,100000,Free,0.0,Everyone,Medical,"August 1, 2018",6.1.3,Varies with device,0.3179679035352112,0.5219833001756079,39
HESI A2 Pocket Prep,MEDICAL,4.3,2108,28.0,50000,Free,0.0,Everyone,Medical,"May 2, 2018",4.5.1,4.4 and up,0.3791468253968253,0.4689616402116402,30
Davis's Drug Guide,MEDICAL,3.9,272,6.4,50000,Free,0.0,Everyone,Medical,"December 11, 2017",2.7.36,4.1 and up,-0.1,0.5333333333333333,3
Essential Anatomy 3,MEDICAL,4.1,1533,42.0,50000,Paid,11.99,Mature 17+,Medical,"August 7, 2014",1.1.3,4.0.3 and up,0.2255163032858345,0.5223282227032227,80
Free Hypnosis,MEDICAL,4.2,4303,,100000,Free,0.0,Everyone,Medical,"September 6, 2016",Varies with device,Varies with device,0.2757949029581529,0.4942751265031264,15
Diabetes & Diet Tracker,MEDICAL,4.6,395,19.0,1000,Paid,9.99,Everyone,Medical,"July 16, 2018",6.5.1,5.0 and up,0.3636273107523107,0.5684691607191606,74
Dosecast - Medication Reminder,MEDICAL,4.3,4107,,100000,Free,0.0,Everyone,Medical,"April 17, 2018",Varies with device,Varies with device,0.2991495606915014,0.5237338374344954,38
Anthem BC Anywhere,MEDICAL,2.6,496,24.0,100000,Free,0.0,Everyone,Medical,"July 27, 2018",8.0.226,4.4 and up,-0.1232334869431643,0.3678955453149001,31
Ada - Your Health Guide,MEDICAL,4.7,87418,14.0,1000000,Free,0.0,Everyone,Medical,"July 16, 2018",2.25.0,4.4 and up,0.3032562929106828,0.5554172335600908,63
All Mental disorders,MEDICAL,4.5,453,11.0,100000,Free,0.0,Everyone,Medical,"July 7, 2017",1.1,4.0.3 and up,0.1986024636532449,0.4228739316239316,65
High Blood Pressure Symptoms,MEDICAL,4.0,531,2.3,100000,Free,0.0,Everyone,Medical,"January 18, 2015",1.0,3.0 and up,0.4195335960960961,0.5663588588588588,37
Blood Pressure(BP) Diary,MEDICAL,3.7,3596,8.4,1000000,Free,0.0,Everyone,Medical,"July 18, 2018",4.0.9,4.0.3 and up,0.0876832542457542,0.355830704018204,40
Blood Pressure,MEDICAL,4.3,10,2.4,1000,Free,0.0,Everyone,Medical,"March 14, 2015",1.0,2.3 and up,0.4449430199430199,0.5866809116809117,39
Anthem Anywhere,MEDICAL,2.7,2657,24.0,500000,Free,0.0,Everyone,Medical,"July 27, 2018",8.0.226,4.4 and up,-0.0879773143523143,0.3850360223821762,65
Airway Ex - Intubate. Anesthetize. Train.,MEDICAL,4.3,123,86.0,10000,Free,0.0,Everyone,Medical,"June 1, 2018",0.6.88,5.0 and up,0.2209419009809634,0.4931015281015281,39
BELONG Beating Cancer Together,MEDICAL,4.7,623,20.0,50000,Free,0.0,Teen,Medical,"July 29, 2018",4.0.5,4.3 and up,0.3505828729019518,0.4141634626338574,38
ConnectLine,MEDICAL,3.1,253,4.2,50000,Free,0.0,Everyone,Medical,"September 12, 2016",1.3.4,2.3.3 and up,0.1380116288308252,0.4503203268814171,38
Banfield Pet Health Tracker,MEDICAL,4.2,1747,5.9,100000,Free,0.0,Everyone,Medical,"October 17, 2016",1.2.2,4.0 and up,0.0825405137397324,0.4952403984903984,80
1800 Contacts - Lens Store,MEDICAL,4.7,23160,26.0,1000000,Free,0.0,Everyone,Medical,"July 27, 2018",7.4.1,5.0 and up,0.3181447736291486,0.5910984848484848,80
Facebook,SOCIAL,4.1,78158306,,1000000000,Free,0.0,Teen,Social,"August 3, 2018",Varies with device,Varies with device,-0.0070029020248963,0.4602073498809773,132
Facebook Lite,SOCIAL,4.3,8606259,,500000000,Free,0.0,Teen,Social,"August 1, 2018",Varies with device,Varies with device,-0.0009910877556351,0.4561272204806687,29
All Social Networks,SOCIAL,4.2,22492,1.5,1000000,Free,0.0,Everyone,Social,"May 21, 2018",2.4.12,4.0 and up,-0.1064102421271538,0.5138202177724237,34
Google+,SOCIAL,4.2,4831125,,1000000000,Free,0.0,Teen,Social,"July 26, 2018",Varies with device,Varies with device,0.3680555555555556,0.4694444444444444,2
"Hide Something - Photo, Video",SOCIAL,4.6,225103,5.3,5000000,Free,0.0,Everyone,Social,"June 13, 2018",5.1.1,4.1 and up,0.2407102347883598,0.5127991622574956,30
Amino: Communities and Chats,SOCIAL,4.8,1259075,62.0,10000000,Free,0.0,Teen,Social,"July 20, 2018",1.8.19179,4.0.3 and up,0.0475896043515136,0.5375361254760332,35
Facebook Local,SOCIAL,4.2,4751,,1000000,Free,0.0,Teen,Social,"June 30, 2018",13.0,4.1 and up,0.1336416983933725,0.4404593640486497,35
HTC Social Plugin - Facebook,SOCIAL,3.6,13223,2.8,10000000,Free,0.0,Mature 17+,Social,"June 8, 2016",8.00.752746,4.4 and up,-0.0517049645504235,0.494051689051689,39
Family GPS tracker KidControl + GPS by SMS Locator,SOCIAL,4.5,57146,,1000000,Free,0.0,Everyone,Social,"July 27, 2018",Varies with device,4.0.3 and up,0.2112030965815145,0.5171229125330687,32
Badoo - Free Chat & Dating App,SOCIAL,4.3,3781770,,100000000,Free,0.0,Mature 17+,Social,"August 2, 2018",Varies with device,Varies with device,0.1284891774891775,0.4161027687590187,120
"Free phone calls, free texting SMS on free number",SOCIAL,4.5,412725,35.0,10000000,Free,0.0,Everyone,Social,"July 31, 2018",3.8.1,4.1 and up,0.2296042017396183,0.5231201565923789,36
Blogger,SOCIAL,3.7,138026,2.7,5000000,Free,0.0,Mature 17+,Social,"February 29, 2016",2.1.3,2.1 and up,0.1251258069415964,0.5200550796321473,38
Bloglovin',SOCIAL,3.9,8936,,500000,Free,0.0,Everyone,Social,"May 18, 2017",Varies with device,Varies with device,0.1339525087181337,0.4693784918784918,39
Blogaway for Android (Blogger),SOCIAL,3.7,4253,4.1,100000,Free,0.0,Teen,Social,"May 31, 2018",7.0.7,4.0.3 and up,0.1972544893378226,0.3590662578162578,36
Banjo,SOCIAL,4.2,58341,9.3,1000000,Free,0.0,Everyone,Social,"July 25, 2015",4.6.2.0,2.3 and up,0.2308502122877122,0.4641215731087525,39
Frontback - Social Photos,SOCIAL,3.8,19446,,1000000,Free,0.0,Mature 17+,Social,"December 1, 2017",3.4.5,4.0.3 and up,0.2070964856902356,0.4616372053872054,36
Couple - Relationship App,SOCIAL,4.0,33249,8.4,1000000,Free,0.0,Everyone,Social,"March 5, 2015",1.8.0,2.3 and up,0.3044229615625496,0.5813240288788535,23
Badoo - Free Chat & Dating App,SOCIAL,4.3,3781770,,100000000,Free,0.0,Mature 17+,Social,"August 2, 2018",Varies with device,Varies with device,0.1284891774891775,0.4161027687590187,120
"Dating App, Flirt & Chat : W-Match",SOCIAL,4.3,175722,,10000000,Free,0.0,Mature 17+,Social,"July 23, 2018",Varies with device,Varies with device,0.3016666666666667,0.4355555555555556,6
Badoo - Free Chat & Dating App,SOCIAL,4.3,3781770,,100000000,Free,0.0,Mature 17+,Social,"August 2, 2018",Varies with device,Varies with device,0.1284891774891775,0.4161027687590187,120
Couple - Relationship App,SOCIAL,4.0,33249,8.4,1000000,Free,0.0,Everyone,Social,"March 5, 2015",1.8.0,2.3 and up,0.3044229615625496,0.5813240288788535,23
Amazon for Tablets,SHOPPING,4.0,141613,22.0,10000000,Free,0.0,Teen,Shopping,"July 31, 2018",16.14.0.850,4.4 and up,0.1011360479797979,0.3711906565656565,20
"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5916606,,100000000,Free,0.0,Teen,Shopping,"August 6, 2018",Varies with device,Varies with device,0.0383805455347121,0.6177662898829566,45
Amazon Shopping,SHOPPING,4.3,909226,42.0,100000000,Free,0.0,Teen,Shopping,"July 31, 2018",16.14.0.100,4.4 and up,0.1820225865037373,0.4624378936759889,45
Flipp - Weekly Shopping,SHOPPING,4.6,85858,,10000000,Free,0.0,Everyone,Shopping,"July 30, 2018",Varies with device,Varies with device,0.3236720779220779,0.5630284751091202,31
GS SHOP,SHOPPING,3.8,44255,15.0,10000000,Free,0.0,Everyone,Shopping,"August 3, 2018",6.0.4,4.1 and up,0.2391812865497076,0.3475877192982456,38
Family Dollar,SHOPPING,4.3,2588,21.0,1000000,Free,0.0,Everyone,Shopping,"July 23, 2018",2.4.0,4.1 and up,0.2481658807462378,0.4460639301175015,35
11st,SHOPPING,3.8,48732,20.0,10000000,Free,0.0,Everyone,Shopping,"July 31, 2018",7.8.1,4.0 and up,0.1812942144660894,0.4439569354256855,40
Flipkart Online Shopping App,SHOPPING,4.4,6012719,,100000000,Free,0.0,Teen,Shopping,"August 6, 2018",Varies with device,Varies with device,0.2915263605442177,0.4788622885051457,28
CheckPoints 🏆 Rewards App,SHOPPING,4.1,23187,25.0,1000000,Free,0.0,Everyone,Shopping,"June 21, 2018",4.89,4.3 and up,0.2763801632395382,0.5184227994227995,40
Extreme Coupon Finder,SHOPPING,4.1,11798,,1000000,Free,0.0,Everyone,Shopping,"May 10, 2018",Varies with device,Varies with device,0.0712142148526076,0.5617181594860167,14
Checkout 51: Grocery coupons,SHOPPING,4.1,52896,,10000000,Free,0.0,Everyone,Shopping,"June 18, 2018",Varies with device,Varies with device,0.1304861457986457,0.3951831964331964,26
Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,9701,14.0,500000,Free,0.0,Everyone,Shopping,"July 25, 2018",2.4.0,4.4 and up,-0.0336435525083903,0.5253256169825719,120
"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1370749,,50000000,Free,0.0,Teen,Shopping,"August 3, 2018",Varies with device,Varies with device,0.285940735479798,0.4711918197543197,120
Extreme Coupon Finder,SHOPPING,4.1,11798,,1000000,Free,0.0,Everyone,Shopping,"May 10, 2018",Varies with device,Varies with device,0.0712142148526076,0.5617181594860167,14
Checkout 51: Grocery coupons,SHOPPING,4.1,52896,,10000000,Free,0.0,Everyone,Shopping,"June 18, 2018",Varies with device,Varies with device,0.1304861457986457,0.3951831964331964,26
"Ebates: Cash Back, Coupons, Rewards & Savings",SHOPPING,4.5,37253,31.0,1000000,Free,0.0,Everyone,Shopping,"August 3, 2018",4.31.2,4.4 and up,0.2253870946305156,0.4155201450596187,38
"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1370749,,50000000,Free,0.0,Teen,Shopping,"August 3, 2018",Varies with device,Varies with device,0.285940735479798,0.4711918197543197,120
FidMe Loyalty Cards & Deals at Grocery Supermarket,SHOPPING,4.2,33758,,1000000,Free,0.0,Everyone,Shopping,"August 6, 2018",Varies with device,Varies with device,0.220267611176702,0.4141676505312869,11
HauteLook,SHOPPING,4.1,7193,7.3,500000,Free,0.0,Everyone,Shopping,"July 13, 2018",5.0.2,4.4 and up,0.1720851370851371,0.4925493025493025,33
Extreme Coupon Finder,SHOPPING,4.1,11798,,1000000,Free,0.0,Everyone,Shopping,"May 10, 2018",Varies with device,Varies with device,0.0712142148526076,0.5617181594860167,14
Checkout 51: Grocery coupons,SHOPPING,4.1,52896,,10000000,Free,0.0,Everyone,Shopping,"June 18, 2018",Varies with device,Varies with device,0.1304861457986457,0.3951831964331964,26
Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,9701,14.0,500000,Free,0.0,Everyone,Shopping,"July 25, 2018",2.4.0,4.4 and up,-0.0336435525083903,0.5253256169825719,120
"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5916569,,100000000,Free,0.0,Teen,Shopping,"August 6, 2018",Varies with device,Varies with device,0.0383805455347121,0.6177662898829566,45
Amazon Shopping,SHOPPING,4.3,909204,42.0,100000000,Free,0.0,Teen,Shopping,"July 31, 2018",16.14.0.100,4.4 and up,0.1820225865037373,0.4624378936759889,45
Etsy: Handmade & Vintage Goods,SHOPPING,4.3,95520,15.0,10000000,Free,0.0,Teen,Shopping,"August 3, 2018",5.3.1,4.1 and up,0.3054831433998101,0.5440019228160253,78
ASOS,SHOPPING,4.7,181798,22.0,10000000,Free,0.0,Everyone,Shopping,"July 30, 2018",4.4.9,4.4 and up,0.3169166366041365,0.5864045214045215,66
Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,9701,14.0,500000,Free,0.0,Everyone,Shopping,"July 25, 2018",2.4.0,4.4 and up,-0.0336435525083903,0.5253256169825719,120
Etsy: Handmade & Vintage Goods,SHOPPING,4.3,95520,15.0,10000000,Free,0.0,Teen,Shopping,"August 3, 2018",5.3.1,4.1 and up,0.3054831433998101,0.5440019228160253,78
"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1370749,,50000000,Free,0.0,Teen,Shopping,"August 3, 2018",Varies with device,Varies with device,0.285940735479798,0.4711918197543197,120
Find&Save - Local Shopping,SHOPPING,4.0,4602,6.2,500000,Free,0.0,Everyone,Shopping,"December 22, 2017",3.0.0,4.1 and up,0.0909598772626301,0.3821227888181562,31
"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5917485,,100000000,Free,0.0,Teen,Shopping,"August 6, 2018",Varies with device,Varies with device,0.0383805455347121,0.6177662898829566,45
Boxed Wholesale,SHOPPING,3.8,6380,,1000000,Free,0.0,Everyone,Shopping,"August 2, 2018",Varies with device,Varies with device,0.2870084999924843,0.4857461067867318,40
ASOS,SHOPPING,4.7,181823,22.0,10000000,Free,0.0,Everyone,Shopping,"July 30, 2018",4.4.9,4.4 and up,0.3169166366041365,0.5864045214045215,66
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37.0,1000000,Free,0.0,Everyone,Photography,"August 2, 2018",2.18.2,4.1 and up,0.4461811075370103,0.6266804152637486,36
Groovebook Photo Books & Gifts,PHOTOGRAPHY,4.0,21159,36.0,500000,Free,0.0,Everyone,Photography,"January 31, 2018",2.1.9,4.0.3 and up,0.1639216068452763,0.5067545042492522,39
Google Photos,PHOTOGRAPHY,4.5,10858556,,1000000000,Free,0.0,Everyone,Photography,"August 6, 2018",Varies with device,Varies with device,0.1475095857389778,0.5018935734339623,191
HD Camera - Best Cam with filters & panorama,PHOTOGRAPHY,4.5,38953,9.7,5000000,Free,0.0,Everyone,Photography,"July 26, 2018",2.2.4,4.2 and up,0.2233796296296296,0.5875,12
"Face Filter, Selfie Editor - Sweet Camera",PHOTOGRAPHY,4.7,142634,22.0,10000000,Free,0.0,Everyone,Photography,"July 6, 2018",1.5.1,4.4 and up,0.1942810457516339,0.5888655462184874,17
Adobe Photoshop Express:Photo Editor Collage Maker,PHOTOGRAPHY,4.2,914804,,50000000,Free,0.0,Everyone,Photography,"July 22, 2018",5.0.508,4.4 and up,0.185388498075998,0.486466274135917,42
HD Camera - Quick Snap Photo & Video,PHOTOGRAPHY,4.5,21841,7.7,1000000,Free,0.0,Everyone,Photography,"July 24, 2018",1.6.4,4.2 and up,0.4556862745098038,0.5777731092436975,17
B612 - Beauty & Filter Camera,PHOTOGRAPHY,4.4,5282578,,100000000,Free,0.0,Everyone,Photography,"July 30, 2018",7.6.5,4.3 and up,0.0817821279198232,0.5275852272727273,16
HD Camera,PHOTOGRAPHY,4.3,49680,8.7,5000000,Free,0.0,Everyone,Photography,"July 11, 2018",1.8.5,4.2 and up,0.0,0.0,1
Garden Photo Frames - Garden Photo Editor,PHOTOGRAPHY,4.4,1864,13.0,500000,Free,0.0,Everyone,Photography,"May 3, 2018",22.0,4.0.3 and up,0.3335833333333333,0.481375,40
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3158047,53.0,100000000,Free,0.0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,0.3,0.3,4
DSLR Camera Hd Ultra Professional,PHOTOGRAPHY,4.2,4410,4.5,1000000,Free,0.0,Everyone,Photography,"June 27, 2018",4.1,4.0.3 and up,0.0769517543859649,0.5042909356725146,38
"Candy selfie - photo editor, live filter camera",PHOTOGRAPHY,4.4,53421,26.0,10000000,Free,0.0,Everyone,Photography,"August 6, 2018",2.74.685,4.0.3 and up,0.372797619047619,0.4803156565656565,33
Blur Image Background Editor (Blur Photo Editor),PHOTOGRAPHY,4.4,62421,9.6,5000000,Free,0.0,Everyone,Photography,"July 28, 2018",2.4,4.1 and up,0.2331099456099456,0.530530303030303,39
Google Photos,PHOTOGRAPHY,4.5,10858538,,1000000000,Free,0.0,Everyone,Photography,"August 6, 2018",Varies with device,Varies with device,0.1475095857389778,0.5018935734339623,191
Flickr,PHOTOGRAPHY,4.3,251951,16.0,10000000,Free,0.0,Mature 17+,Photography,"July 11, 2018",4.7.3,4.4 and up,0.1774324908309283,0.4359923749572187,64
B612 - Beauty & Filter Camera,PHOTOGRAPHY,4.4,5282558,,100000000,Free,0.0,Everyone,Photography,"July 30, 2018",7.6.5,4.3 and up,0.0817821279198232,0.5275852272727273,16
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3157936,53.0,100000000,Free,0.0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,0.3,0.3,4
"Cymera Camera- Photo Editor, Filter,Collage,Layout",PHOTOGRAPHY,4.4,2418135,,100000000,Free,0.0,Everyone,Photography,"July 12, 2018",Varies with device,Varies with device,0.419417735042735,0.4619810744810745,78
"Candy Camera - selfie, beauty camera, photo editor",PHOTOGRAPHY,4.4,3368649,,100000000,Free,0.0,Everyone,Photography,"July 16, 2018",4.47,4.0.3 and up,0.1952779201792359,0.5430153034100402,114
Blur Image Background,PHOTOGRAPHY,3.9,129272,11.0,10000000,Free,0.0,Everyone,Photography,"July 30, 2018",1.32,4.1 and up,0.372717803030303,0.643939393939394,11
Google Photos,PHOTOGRAPHY,4.5,10859051,,1000000000,Free,0.0,Everyone,Photography,"August 6, 2018",Varies with device,Varies with device,0.1475095857389778,0.5018935734339623,191
Flickr,PHOTOGRAPHY,4.3,251951,16.0,10000000,Free,0.0,Mature 17+,Photography,"July 11, 2018",4.7.3,4.4 and up,0.1774324908309283,0.4359923749572187,64
HD Camera Ultra,PHOTOGRAPHY,4.3,462152,1.5,10000000,Free,0.0,Everyone,Photography,"October 17, 2015",2.3.1,Varies with device,0.1546986687071012,0.5695181114814052,18
Cameringo Lite. Filters Camera,PHOTOGRAPHY,4.2,140917,5.7,10000000,Free,0.0,Everyone,Photography,"June 11, 2018",2.2.93,4.0 and up,0.7702690972222223,0.5333333333333333,9
HD Camera Pro for Android,PHOTOGRAPHY,4.1,49211,1.9,1000000,Free,0.0,Everyone,Photography,"January 19, 2017",1.5.5,2.1 and up,0.0768382352941176,0.6097689075630253,17
HD Camera for Android,PHOTOGRAPHY,4.1,351254,4.0,10000000,Free,0.0,Everyone,Photography,"June 29, 2018",4.6.0.0,4.2 and up,0.3761914062499999,0.5457669413919414,52
GoPro (formerly Capture),PHOTOGRAPHY,4.0,157506,47.0,10000000,Free,0.0,Everyone,Photography,"May 24, 2018",4.5.2,5.0 and up,-0.0077905568307353,0.4620191285278281,39
Beauty Makeup Snappy Collage Photo Editor - Lidow,PHOTOGRAPHY,4.5,420973,,10000000,Free,0.0,Everyone,Photography,"August 2, 2018",Varies with device,Varies with device,0.1532142857142857,0.4769047619047619,4
"High-Speed Camera (GIF,Burst)",PHOTOGRAPHY,4.1,78140,10.0,5000000,Free,0.0,Everyone,Photography,"February 11, 2018",5.5.2,4.0.3 and up,0.3484567901234567,0.3967372134038801,27
"Cymera Camera- Photo Editor, Filter,Collage,Layout",PHOTOGRAPHY,4.4,2418135,,100000000,Free,0.0,Everyone,Photography,"July 12, 2018",Varies with device,Varies with device,0.419417735042735,0.4619810744810745,78
